year,value,source,methodology_flag,provisional_flag
2004,2.384,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2005,2.309,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2006,2.241,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2007,2.195,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2008,2.155,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2009,2.096,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2010,2.01,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2011,1.938,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2012,1.899,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2013,1.86,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2014,1.822,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2015,1.771,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2016,1.719,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2017,1.717,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2018,1.715,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2019,1.71,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2020,1.694,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2021,1.68,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2022,1.663,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2023,1.645,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2024,1.634,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
