year,value,source,methodology_flag,provisional_flag
1985,14621530,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1986,14931083,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1987,15247017,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1988,15569800,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1989,15901014,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1990,16242437,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1991,16582601,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1992,16926073,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1993,17279127,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1994,17633803,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1995,17983261,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1996,18322687,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1997,18662190,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1998,19007995,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1999,19349909,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2000,19678819,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2001,20000323,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2002,20319529,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2003,20636110,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2004,20947770,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2005,21248759,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2006,21537865,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2007,21818487,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2008,22088784,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2009,22353272,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2010,22613878,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2011,22862816,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2012,23098848,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2013,23324568,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2014,23538998,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2015,23748377,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2016,23988805,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2017,24342009,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2018,24795335,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2019,25243941,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2020,25616896,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2021,25914903,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2022,26204251,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2023,26502596,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2024,26791092,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
