year,value,source,methodology_flag,provisional_flag
1999,19.644,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2000,19.328,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2001,18.94,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2002,18.702,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2003,18.41,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2004,18.295,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2005,18.306,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2006,18.161,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2007,17.967,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2008,18.462,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2009,18.231,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2010,18.314,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2011,18.172,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2012,17.48,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2013,17.683,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2014,18.019,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2015,17.665,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2016,16.789,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2017,16.155,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2018,15.332,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2019,13.902,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2020,11.799,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2021,11.682,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2022,10.926,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2023,11.064,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2024,11.086,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
