year,value,source,methodology_flag,provisional_flag
2008,56463306,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2009,57284985,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2010,58110700,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2011,58938429,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2012,59751889,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2013,60547316,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2014,61307925,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2015,62006294,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2016,62658212,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2017,63292732,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2018,63932674,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2019,64578493,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2020,65163578,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2021,65668355,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2022,66211396,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2023,66813627,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2024,67401427,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
