year,value,source,methodology_flag,provisional_flag
1981,5858718,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1982,5946090,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1983,6035762,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1984,6128356,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1985,6223813,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1986,6321814,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1987,6423099,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1988,6528236,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1989,6636418,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1990,6747789,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1991,6860925,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1992,6972677,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1993,7082328,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1994,7190222,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1995,7296794,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1996,7400977,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1997,7500935,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1998,7599574,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
1999,7696489,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2000,7789941,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2001,7881445,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2002,7970111,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2003,8054909,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2004,8137155,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2005,8218877,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2006,8300005,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2007,8381924,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2008,8466194,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2009,8551894,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2010,8638065,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2011,8723368,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2012,8806863,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2013,8890610,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2014,8979128,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2015,9071160,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2016,9181532,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2017,9327873,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2018,9495562,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2019,9648587,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2020,9737386,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2021,9783967,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2022,9835064,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2023,9888681,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2024,9941322,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
