year,value,source,methodology_flag,provisional_flag
2012,2354169,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2013,2380554,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2014,2406364,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2015,2432274,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2016,2457278,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2017,2480836,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2018,2503744,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2019,2525255,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2020,2543508,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2021,2557639,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2022,2569726,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2023,2582392,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
2024,2595182,"World Bank WDI [SP.POP.TOTL.FE.IN], lastupdated 2026-04-08",,
