year,value,source,methodology_flag,provisional_flag
1998,2.815,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
1999,2.763,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2000,2.714,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2001,2.671,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2002,2.633,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2003,2.579,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2004,2.536,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2005,2.495,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2006,2.456,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2007,2.421,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2008,2.391,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2009,2.364,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2010,2.34,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2011,2.317,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2012,2.294,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2013,2.269,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2014,2.211,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2015,2.137,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2016,2.086,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2017,2.041,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2018,2.03,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2019,2.02,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2020,1.99,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2021,1.97,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2022,1.94,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2023,1.91,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2024,1.892,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
