year,value,source,methodology_flag,provisional_flag
2006,18.965,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2007,18.552,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2008,18.191,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2009,17.656,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2010,16.93,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2011,16.321,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2012,15.986,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2013,15.63,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2014,15.258,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2015,14.764,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2016,14.271,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2017,14.177,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2018,14.195,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2019,14.218,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2020,14.106,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2021,13.947,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2022,13.731,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2023,13.475,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
2024,13.251,"World Bank WDI [SP.DYN.CBRT.IN], lastupdated 2026-04-08",,
