year,value,source,methodology_flag,provisional_flag
1987,3.384,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
1988,3.314,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
1989,3.238,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
1990,3.167,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
1991,3.075,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
1992,3.001,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
1993,2.928,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
1994,2.857,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
1995,2.779,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
1996,2.681,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
1997,2.589,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
1998,2.527,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
1999,2.481,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2000,2.413,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2001,2.312,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2002,2.162,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2003,2.084,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2004,2.028,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2005,2.038,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2006,1.937,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2007,1.954,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2008,1.98,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2009,1.953,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2010,1.827,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2011,1.877,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2012,1.851,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2013,1.779,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2014,1.8,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2015,1.797,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2016,1.746,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2017,1.714,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2018,1.706,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2019,1.6,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2020,1.448,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2021,1.353,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2022,1.335,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2023,1.33,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
2024,1.318,"World Bank WDI [SP.DYN.TFRT.IN], lastupdated 2026-04-08",,
