id,capitulo,seccion,afirmacion,tipo,tier_seccion,valor_ciep,fuente_oficial,valor_oficial,coincide,discrepancia,tipo_error,contrafactual_explicito,nota
V011,Resumen,"Resumen, Ingresos energéticos (p.vii)","Ingresos de Pemex +16 %, FMP +4 %, CFE -3 %",b,restitucion,16; 4; -3,"ILIF art. 1o. vs LIF 2021 x 1.037: Pemex 716,087.2 / 615,635.2 = +16.3; FMP 370,928.1 / 355,731.4 = +4.3; CFE 406,582.8 / 420,446.6 = -3.3",+16.3; +4.3; -3.3,si,,,si,"Reales, vs LIF 2021, pesos de 2022 (por el 7.3 % del mismo párrafo)."
V012,Resumen,"Resumen, Ingresos energéticos (p.vii)","Como el DUC es la principal fuente de ingresos del FMP, las ganancias petroleras se distribuyen a favor de Pemex y en contra del FMP",b/c,juicio,,CGPE p.46 (mmp 2022): GF petroleros 355.8 -> 371.0 (+4.3); Pemex 615.7 -> 716.1 (+16.3); reparto GF/Pemex 36.6/63.4 -> 34.1/65.9,reparto GF 36.6 % -> 34.1 % de los petroleros,si,,,si,La dirección se reproduce; la atribución causal exclusiva al DUC no es separable del efecto precio con la carpeta.
V013,Introducción,"Introducción, cuadro de variables (p.xi)",2021 (CGPE 2021): crecimiento 4.6; inflación 3.2; tasa nominal 4.0; mezcla 42.0; tipo de cambio 22.1,a,restitucion,4.6; 3.2; 4.0; 42.0; 22.1,CGPE 2022 p.119 columna 'Aprobado 2021': 4.6; inflación promedio 3.2; Cetes promedio 4.0; 42.1; 22.1,4.6; 3.2; 4.0; 42.1; 22.1,aprox,42.0 vs 42.1,,na,"Redondeo del precio. Inflación y tasa son promedios (no dic/dic ni fin de periodo), sin decirlo."
V014,Introducción,"Introducción, cuadro de variables (p.xi)",Columna '2022 (CGPE 2022)': crecimiento 6.3; inflación 5.3; tasa 4.3; mezcla 60.6; tipo de cambio 20.1,a,restitucion,6.3; 5.3; 4.3; 60.6; 20.1,CGPE 2022 p.119 columna 'Estimado 2021': 6.3; 5.3; 4.3; 60.6; 20.1,"idénticos, pero son el estimado 2021",no,"etiqueta de columna: dice 2022, son cifras de 2021 estimado",transcripcion,na,Las cifras corresponden al cierre estimado 2021 en los CGPE 2022; el encabezado las atribuye a 2022. La tercera columna ('2022': 4.1; 4.1; 5.0; 55.1; 20.3) sí es 2022 y coincide.
V015,Introducción,"Introducción, cuadro de variables (p.xi)",2022: crecimiento 4.1; inflación 4.1; tasa nominal 5.0; mezcla 55.1; tipo de cambio 20.3,a,restitucion,4.1; 4.1; 5.0; 55.1; 20.3,CGPE p.119: 4.1; inflación promedio 4.1; Cetes promedio 5.0; 55.1; 20.3,idénticos,si,,,na,
V016,Introducción,"Introducción, Variables macroeconómicas (p.xi)","Crecimiento, inflación y precio para 2021 son mayores en CGPE 2022 que en CGPE 2021; para 2022 se espera una disminución en crecimiento, inflación y precio",b,restitucion,,CGPE p.119: 4.6 -> 6.3; 3.2 -> 5.3; 42.1 -> 60.6; 2022 vs 2021 est.: 4.1 < 6.3; 4.1 < 5.3; 55.1 < 60.6,coincide,si,,,si,"Comparación contra el estimado 2021, explícita en el cuadro."
V017,Introducción,"Introducción, Crecimiento económico (p.xi) y cap. 1 (p.3)",En la LIF 2021 los tributarios se estimaban en 14.1 % del PIB; en la estimación de los CGPE 2022 disminuye a 13.7 %,a,restitucion,14.1; 13.7,CGPE p.112: 2021 aprobado 14.1 (PIB de aprobación); 2021 estimado 13.7 (PIB revisado); p.34: aprobado con PIB revisado 13.6,14.1; 13.7,si,,,no,"Cifras correctas. Comparan el aprobado (sobre 24,983.9) con el estimado (sobre 26,055.3): el cambio de denominador no se declara; sobre el mismo PIB revisado la caída es 13.6 -> 13.7, es decir, una subida."
V018,Introducción,"Introducción, Crecimiento económico (p.xi) y cap. 1 (p.3)",Esto implica que la elasticidad de los tributarios respecto al crecimiento es menor a uno; la recaudación crece a un ritmo menor que la economía,b,restitucion,< 1,CGPE p.112: tributarios 2021 est. vs 2020 -2.1 % real con PIB +6.3 (elasticidad < 0 en 2021); 2022 vs 2021 est. +6.4 % real con PIB +4.1 (elasticidad 1.56); sin IEPS combustibles +4.7 (1.15),2021: < 1; 2022: 1.56 (1.15 sin gasolinas),no,"la inferencia se hace con 14.1 -> 13.7, que compara aprobado y estimado del mismo año con dos PIB distintos, no dos años",contrafactual,no,"La conclusión vale para 2021 con las cifras interanuales del CGPE p.112, pero no para 2022, que es el año del paquete; la derivación usada (aprobado vs estimado en % PIB) no mide elasticidad."
V019,Introducción,"Introducción, Un año después (p.xii)",Déficits primarios en 2021 y 2022; superávit primario en 2023; SHRFSP estable en 51 % del PIB,a,restitucion,,"CGPE p.102: primario -0.4 (2021 est.), -0.3 (2022), +0.3 (2023); SHRFSP 51.0 2021-2027",coincide,si,,,na,
V020,1 Ingresos presupuestarios,"cap. 1, Política de ingresos 2022 (p.3)","Las misceláneas 2019-2022 han tenido un impacto moderado en los tributarios, reflejado principalmente en IVA e ISR",c,restitucion,,CGPE p.87: tributarios 13.1 (2019) -> 14.5 (2020) -> 13.7 (2021 est.) -> 14.0 (2022); ISR 6.9 -> 7.6 -> 7.3 -> 7.4; IVA 3.8 -> 4.3 -> 4.3 -> 4.3,,,,,na,Juicio en sección descriptiva ('Política de ingresos 2022').
V021,1 Ingresos presupuestarios,"cap. 1, Política de ingresos 2022 (p.3)","Hasta 2020, la recaudación máxima de ISR se había dado en 2017 (7.2 % del PIB) y la del IVA no había superado 3.9 puntos",a,restitucion,7.2 (2017); 3.9,CGPE p.87: ISR 6.6 / 7.1 / 7.2 / 7.1 / 6.9 (2015-2019); IVA 3.8 / 3.9 / 3.7 / 3.9 / 3.8; 2020: 7.6 y 4.3,coincide para 2015-2019,si,,,na,La serie en carpeta empieza en 2015; para años anteriores haría falta Cuenta Pública o Estadísticas Oportunas.
V022,1 Ingresos presupuestarios,cap. 1 §1.1 (p.3),Ingresos presupuestarios (totales sin financiamiento) 6.2 billones = 21.9 % del PIB; +7.5 % real vs LIF 2021,a/b,restitucion,6.2 bn; 21.9; 7.5,"ILIF art. 1o.: 7,088,250.3 - 915,615.2 = 6,172,635.1; / 28,129.3 = 21.94; CGPE p.120: +7.5 real","6,172,635.1; 21.9; +7.5",si,,,si,Perímetro declarado ('sin incluir financiamiento').
V023,1 Ingresos presupuestarios,cap. 1 §1.1 (p.3),Ingresos ILIF 2022 mayores en 0.6 puntos del PIB que LIF 2021: tributarios +0.4 y petroleros +0.3,b,restitucion,0.6; 0.4; 0.3,"con PIB revisado 2021 (26,055.3): LIF 2021 21.3 -> 21.9 (+0.6); tributarios 3,532,974.1 / 26,055.3 = 13.6 -> 14.0 (+0.4); petroleros 936,765.4 / 26,055.3 = 3.6 -> 3.9 (+0.3). Con PIB de aprobación: 22.2 -> 21.9 (-0.3); 14.1 -> 14.0; 3.7 -> 3.9",+0.6 / +0.4 / +0.3 con PIB revisado; -0.3 / -0.1 / +0.2 con PIB de aprobación,si,,,si,El capítulo declara 'utilizando la estimación del PIB más reciente para el presente año' (p.3). Elección defendible y declarada; produce el signo contrario al de la presentación oficial de p.16/120.
V024,1 Ingresos presupuestarios,"cap. 1 §1.1, ¿De dónde vienen los ingresos? (p.3)",La estructura se ha mantenido relativamente constante desde 2014,b/c,restitucion,,"CGPE p.87: tributarios / ingresos presupuestarios 55.2 % (2015), 56.0 (2016), 57.5 (2017), 59.9 (2018), 59.5 (2019), 62.8 (2020), 63.5 (2021 a); 63.9 (2022)",la participación tributaria sube 8.7 pp entre 2015 y 2022,,,,na,Juicio con dato en contra en la propia fuente; 2014 no está en carpeta.
V025,1 Ingresos presupuestarios,"cap. 1 §1.1, ¿De dónde vienen los ingresos? (p.3)","Tributarios 63.9 % del total; petroleros 17.6 (Pemex y FMP); organismos y empresas 14.6 (IMSS incl. cuotas, ISSSTE, CFE); resto 3.9",b,restitucion,63.9; 17.6; 14.6; 3.9,"CGPE p.120: 3,944,463.7 / 6,172,635.1 = 63.9; 1,087,072.2 = 17.6; 901,089.6 = 14.6; 240,009.6 = 3.9",63.9; 17.6; 14.6; 3.9,si,,,na,"Perímetro declarado por bloque; 'petroleros' incluye los 56.9 mdp de ISR petrolero del CGPE (17.6 con 1,087,072.2; 17.61 con 1,087,015.3)."
V026,1 Ingresos presupuestarios,"cap. 1 §1.1, ¿Cómo están compuestos los tributarios? (p.3-4)","Tributarios 14.0 % del PIB, 0.4 puntos más que LIF 2021 'utilizando la estimación del PIB más reciente'; ISR 7.4; IVA 4.3; IEPS 1.8",a/b,restitucion,14.0; 0.4; 7.4; 4.3; 1.8,"ILIF art. 1o. / 28,129.3: 3,944,520.6 = 14.02; 2,073,493.5 = 7.37; 1,213,777.9 = 4.31; 505,238.5 = 1.80; LIF 2021 / 26,055.3 = 13.6",14.0; +0.4; 7.4; 4.3; 1.8,si,,,si,Base declarada en el lugar.
V027,1 Ingresos presupuestarios,cap. 1 §1.1 (p.4),"Del IEPS, 61.1 % correspondería al IEPS a gasolinas y diésel",b,restitucion,61.1,"ILIF art. 1o.: 318,136.2 / 505,238.5 = 63.0 %; solo art. 2o. I D: 288,602.5 / 505,238.5 = 57.1",63.0,no,61.1 vs 63.0,transcripcion,na,Ningún subconjunto del IEPS de combustibles reproduce 61.1.
V028,1 Ingresos presupuestarios,cap. 1 §1.1 (p.4),"El máximo de recaudación tributaria en % del PIB fue 2020 con 14.5 %, año en que el PIB decreció 8.3 %; para 2021 y 2022 se espera 13.6 % y 14.0 %, con crecimiento de 6.3 % y 4.1 %",a,restitucion,14.5; -8.3; 13.6; 14.0; 6.3; 4.1,"CGPE p.112: 14.5 (2020); p.100: -8.3; 2021 estimado 13.7 (p.34, 87, 112, 121); 13.6 es el aprobado 2021 con PIB revisado (p.34); 2022 14.0",14.5; -8.3; 13.7 (est.); 14.0; 6.3; 4.1,aprox,13.6 vs 13.7 (0.1 pp),,no,"Dentro del umbral, pero 13.6 es el aprobado revaluado, no el estimado; en p.3 el mismo documento escribe 13.7."
V029,1 Ingresos presupuestarios,"cap. 1 §1.1, nota 1 (p.4)",La expectativa de que los niveles de 2020 no se mantengan indica que los ingresos presupuestarios crecen a un ritmo menor que la economía,b,restitucion,,CGPE p.120-121: ingresos 2022 +1.3 % real vs cierre 2021 con PIB +4.1 (menor); +7.5 % vs LIF 2021 (mayor); % PIB 22.5 est. 2021 -> 21.9,cierto contra cierre; falso contra LIF,si,,,no,La base (cierre 2021) no se declara; contra ella la afirmación se sostiene (21.9 < 22.5).
V030,1 Ingresos presupuestarios,"cap. 1 §1.1, no tributarios no petroleros (p.4)","Definición: organismos de control directo (IMSS, ISSSTE), cuotas a la seguridad social, derechos y aprovechamientos; Pemex, FMP y CFE en el cap. 2",a,restitucion,,"perímetro propio de CIEP; CGPE p.120 usa 'no tributarios' (GF) y 'organismos y empresas' (IMSS, ISSSTE, CFE)","perímetro distinto del oficial: excluye CFE, que el CGPE agrupa con IMSS e ISSSTE",si,,,na,Perímetro declarado y consistente con 2021 (V184 de 2021).
V031,1 Ingresos presupuestarios,cap. 1 §1.1 (p.4),Cuotas a la seguridad social 1.5 % del PIB en 2022; aprovechamientos 0.7 % del PIB,b,restitucion,1.5; 0.7,"ILIF art. 1o.: 411,852.5 / 28,129.3 = 1.46; 184,864.7 / 28,129.3 = 0.66",1.5; 0.7,si,,,na,
V032,1 Ingresos presupuestarios,cap. 1 §1.1 (p.4-5),"Los aprovechamientos superaron dos puntos del PIB en 2016, 2017 y 2020; en 2016 y 2017 por el ROBM y en 2020 por FEIP y fideicomisos",a/b,restitucion,"> 2.0 en 2016, 2017, 2020","CGPE p.87: no tributarios del GF (derechos + productos + aprovechamientos) 2.7 (2016), 2.5 (2017), 2.4 (2020); p.113 nota ROBM; CGPE 2021 p.51: FEIP 236.4 mmp en 2020",no tributarios GF > 2 en esos años; aprovechamientos solos no están en la serie,aprox,,,na,Verificable solo con el agregado 'no tributarios GF' (que incluye derechos ~0.2 y productos ~0.04); para aprovechamientos solos haría falta Cuenta Pública / Estadísticas Oportunas.
V033,1 Ingresos presupuestarios,cap. 1 §1.2 (p.5),No se propone la creación de nuevos impuestos ni el incremento de los existentes,a,restitucion,,"CGPE p.13, 43",coincide,si,,,na,
V034,1 Ingresos presupuestarios,"cap. 1 §1.2, RSC (p.5)","El Régimen Simplificado de Confianza sustituye al RIF y al régimen de actividades agrícolas, ganaderas y pesqueras; abierto a arrendamiento, actividad empresarial y plataformas con ingresos < 3.5 mdp",a,restitucion,3.5 mdp,"CGPE p.13, 44 (personas físicas con actividad empresarial, profesionistas, arrendatarios, sector primario; hasta 3.5 mdp); ILIF: el art. 23 de la LIF 2021 (estímulo al RIF) desaparece en 2022",3.5 mdp; sustitución del RIF verificable solo por la desaparición del art. 23,si,,,na,La miscelánea (fuente directa) no está en carpeta; verificado con CGPE y con el diff del articulado.
V035,1 Ingresos presupuestarios,"cap. 1 §1.2, Cuadro 1.1 (p.7)",Tasas del RSC: hasta 300 mil 1.0 %; 600 mil 1.1; 1 millón 1.5; 2.5 millones 2.0; 3.5 millones 3.0 %,a,restitucion,1.0; 1.1; 1.5; 2.0; 3.0,CGPE p.44: 1.0; 1.1; 1.5; 2.0; 2.5,último tramo 2.5,no,3.0 vs 2.5,transcripcion,na,"El texto de CIEP (p.5) dice 'entre 1.0 % y 2.5 %'; el cuadro contradice al texto. Fuente citada por CIEP: SHCP (2021e), probablemente la miscelánea (no en carpeta)."
V036,1 Ingresos presupuestarios,"cap. 1 §1.2, Costos indirectos (p.5)","El costo de pagar impuestos para un microempresario suma 2.7 % de sus ingresos brutos, 0.2 pp más que la tasa máxima del nuevo régimen (CIEP 2020)",b,restitucion,2.7; 0.2,(modelo propio de CIEP); tasa máxima oficial 2.5 (CGPE p.44),"2.7 - 2.5 = 0.2 consistente con la tasa oficial, no con el 3.0 del cuadro 1.1",no_verificable,,,na,Estimación propia de CIEP. La aritmética interna (2.7 - 2.5 = 0.2) confirma que el cuadro 1.1 está mal.
V037,1 Ingresos presupuestarios,"cap. 1 §1.2, Costos indirectos (p.5)","Según estimaciones de la SHCP con el padrón a fines de 2020, 10.2 millones de contribuyentes podrían tributar en el nuevo régimen",a,restitucion,10.2 millones,"CGPE p.44: 'universo potencial de beneficiarios de aproximadamente 21 millones de micro y pequeños negocios, entre quienes ya tributan actualmente y los que potencialmente tendrían incentivos para migrar'",21 millones (objeto distinto: incluye informales potenciales),no_verificable,,,na,La cifra de 10.2 millones no está en CGPE ni ILIF; probablemente en la exposición de la miscelánea (no en carpeta).
V038,1 Ingresos presupuestarios,"cap. 1 §1.2, Costos indirectos (p.5)",La falta de datos abiertos (LIF 2017) dificulta estimar el impacto recaudatorio inmediato del RSC,a/c,restitucion,,CGPE y ILIF: no atribuyen recaudación al RSC (inventario §1.6),coincide en que no hay estimación oficial en el paquete,si,,,na,Verificado por ausencia: ni CGPE p.43-45 ni ILIF traen cifra.
V039,1 Ingresos presupuestarios,"cap. 1 §1.2, Incentivos económicos (p.7)",El RSC podría generar incentivos a la evasión (no facturar para no exceder 3.5 mdp; proveedores sin deducciones),c,restitucion,,,,,,,na,Juicio (hipótesis) en sección descriptiva.
V040,1 Ingresos presupuestarios,"cap. 1 §1.2, Tasa 0 % (p.7)","Impacto recaudatorio de la tasa 0 a productos de gestión menstrual: aproximadamente 2,131 mdp (CIEP 2021a)",b,restitucion,"2,131",CGPE p.45 describe la medida sin cifra; ILIF sin cifra,sin estimación oficial,no_verificable,,,na,Modelo propio de CIEP; el paquete omite el costo (inventario §1.6).
V041,1 Ingresos presupuestarios,"cap. 1 §1.2, Código de seguridad en tabaco (p.7)",El código de seguridad pasaría a ser provisto únicamente por el SAT y se extiende a estuches y empaques,a,restitucion,,"(miscelánea fiscal 2022, no en carpeta; CGPE no la menciona)",,no_verificable,,,na,Haría falta la iniciativa LISR/LIVA/LIEPS/CFF (404 en el sitio del PPEF).
V042,1 Ingresos presupuestarios,"cap. 1 §1.2, Deducciones (p.7-8)",Donativos y aportaciones voluntarias al retiro entran al límite general de 15 % de ingresos o 5 UMA; antes 7 % y 10 %,a,restitucion,15 %; 5 UMA; 7 %; 10 %,(miscelánea 2022 y LISR vigente: no en carpeta),,no_verificable,,,na,
V043,1 Ingresos presupuestarios,"cap. 1 §1.2, Deducciones (p.8)",Las deducciones por donativos y aportaciones al retiro se concentran 96.2 y 77.0 % en el decil X (SHCP 2021j),a,restitucion,96.2; 77.0,"(estudio ingreso-gasto por decil de la SHCP, LIF 2021 art. 25: no en carpeta)",,no_verificable,,,na,
V044,1 Ingresos presupuestarios,cap. 1 §1.3 (p.8),"Recaudación tributaria 2022 14 % del PIB, menor al resto de la OCDE; ausencia de reforma fiscal a fondo; sistema fiscal con perspectiva de género pendiente",a/c,juicio,14,CGPE p.120: 14.0,14.0,si,,,na,Cifra correcta; el comparativo OCDE es externo; el resto es juicio en la sección de implicaciones.
V045,2 Ingresos por energía,"cap. 2, Política de ingresos por energía 2022 (p.10)",Ingresos del sector energético +7.3 % y 5.3 % del PIB de 2022,b,restitucion,7.3; 5.3,"ver fila del resumen: 1,493,598.1; +7.3 real; 5.31 %",+7.3; 5.3,si,,,si,
V046,2 Ingresos por energía,cap. 2 §2.1 (p.10),"Plataforma 1,826 mbd, marginalmente menor que los 1,857 de la LIF 2021",a,restitucion,"1,826; 1,857",CGPE p.119,"1,826; 1,857.4",si,,,si,
V047,2 Ingresos por energía,cap. 2 §2.1 (p.10),"Precio 55.1 dólares por barril, significativamente mayor que los 44 dólares por barril en 2021",a,restitucion,55.1; 44,CGPE p.119: aprobado 2021 42.1; estimado 2021 60.6; 2022 55.1. La LIF 2021 art. 1o. usaba 44.12 dpb como umbral para el balance de Pemex (objeto distinto),55.1; 42.1 (LIF 2021),no,44 vs 42.1,transcripcion,no,Contra el estimado 2021 (60.6) el precio 2022 es 9 % menor (CGPE p.46); el capítulo no lo dice.
V048,2 Ingresos por energía,cap. 2 §2.1 (p.10),Petroleros totales (FMP + Pemex) +12 % real; 3.9 % del PIB,b,restitucion,12; 3.9,"ILIF: 1,087,015.3 / (936,708.4 x 1.037) - 1 = +11.9; / 28,129.3 = 3.86",+11.9; 3.9,si,,,si,Perímetro declarado (FMP + Pemex; excluye los 56.9 mdp del CGPE).
V049,2 Ingresos por energía,"cap. 2 §2.1, Pemex (p.10)",Ingresos de Pemex +16.3 % real en 2022,b,restitucion,16.3,"716,087.2 / (593,669.4 x 1.037) - 1 = +16.3",+16.3,si,,,si,
V050,2 Ingresos por energía,"cap. 2 §2.1, Pemex (p.10)",El DUC pasó de 65 % a 58 % en 2020; en 2021 se fijó en 54 %; la ILIF 2022 propone 40 %,a,restitucion,65; 58; 54; 40,"ILIF art. 22 (40 %); exposición p.LIII ('54 por ciento, de conformidad con la legislación vigente'); CGPE p.40 (54 -> 40, 'en línea con las disminuciones implementadas en 2020 y 2021'); 65 y 58: decretos de estímulo (DOF), no en carpeta",54 -> 40 verificado; 65 y 58 no verificables,aprox,,,na,La parte 2022 y 2021 coincide; 2020 requiere los decretos. Se marca aprox por la parte no verificable.
V051,2 Ingresos por energía,"cap. 2 §2.1, FMP (p.10)",En 2015-2020 el DUC representó 85 % de los ingresos del FMP,a,restitucion,85,(informes del FMP / Banxico: externos),,no_verificable,,,na,
V052,2 Ingresos por energía,"cap. 2 §2.1, FMP (p.10)",Los ingresos del FMP tuvieron su recaudación más baja en 2020,a,restitucion,,CGPE p.87: petroleros del Gobierno Federal 2.2 / 1.5 / 2.0 / 2.3 / 1.8 / 0.9 (2015-2020) % PIB,"0.9 en 2020, mínimo de la serie (proxy: petroleros GF, no FMP solo)",si,,,na,Serie oficial es 'petroleros del Gobierno Federal' (FMP + ISR petrolero); el FMP solo no está en carpeta.
V053,2 Ingresos por energía,"cap. 2 §2.1, FMP (p.10)",La LIF 2021 estimó una recuperación de 63 % de los ingresos del FMP,b,restitucion,63,"CGPE 2021 p.51 (mmp de 2021): FMP estimado 2020 239.2 -> LIF 2021 343.1 = +43.4 % real; nominal 343,039.0 / (239.2 / 1.034 = 231.3) = +48.3 %",+43.4 real / +48.3 nominal vs estimado 2020,no,63 vs 43.4-48.3,contrafactual,no,"Ninguna base en carpeta reproduce 63; hipótesis: contra el cierre observado 2020 (Cuenta Pública, ex post, no en carpeta)."
V054,2 Ingresos por energía,"cap. 2 §2.1, FMP (p.11)","Con un precio 10 dólares por arriba y el cambio en el DUC, los ingresos del FMP aumentan 4.3 % y representan 1.3 % del PIB",b,restitucion,10; 4.3; 1.3,"55.1 - 42.1 = 13.0 (vs LIF 2021); 55.1 - 60.6 = -5.5 (vs estimado); FMP 370,928.1 / (343,039.0 x 1.037) - 1 = +4.3; / 28,129.3 = 1.32",+13.0 dpb vs LIF; +4.3; 1.3,no,10 vs 13.0,transcripcion,no,Arrastra el '44 dólares' de p.10; el 4.3 % y el 1.3 % sí coinciden.
V055,2 Ingresos por energía,"cap. 2 §2.1, Cuadro 2.1 (p.11)","Pemex 716,087 (48 %); FMP 370,928 (25 %); CFE 406,583 (27 %); petroleros 1,087,015 (73 %); energéticos 1,493,598 (100 %)",a/b,restitucion,,"ILIF art. 1o.: 716,087.2; 370,928.1; 406,582.8; suma 1,087,015.3; 1,493,598.1; participaciones 47.9 / 24.8 / 27.2 / 72.8",coinciden,si,,,na,Encabezado del cuadro dice 'ILIF 2021' (es 2022) y 'Variación real LIF 2020' (es LIF 2021): erratas.
V056,2 Ingresos por energía,"cap. 2 §2.1, Cuadro 2.1 (p.11)",Columna '% de ILIF': Pemex 12 %; FMP 6; CFE 7; petroleros 18; energéticos 24,b,restitucion,12; 6; 7; 18; 24,"sobre ingresos presupuestarios 6,172,635.1: 11.6; 6.0; 6.6; 17.6; 24.2; sobre el total del art. 1o. 7,088,250.3: 10.1; 5.2; 5.7; 15.3; 21.1",coinciden con ingresos presupuestarios como denominador,si,,,na,"El denominador no se declara; reproduce con presupuestarios (sin financiamiento), no con el total de la ILIF que el encabezado sugiere."
V057,2 Ingresos por energía,"cap. 2 §2.1, Cuadro 2.1 (p.11)",Variación real: Pemex 16 %; FMP 4; CFE -3; petroleros 12; energéticos 7,b,restitucion,16; 4; -3; 12; 7,x 1.037 vs LIF 2021: 16.3; 4.3; -3.3; 11.9; 7.3,coinciden,si,,,si,Base LIF 2021 (etiquetada 'LIF 2020' por errata).
V058,2 Ingresos por energía,"cap. 2 §2.1, CFE (p.11)",La venta de energía eléctrica representa 75 % de los ingresos de CFE (CFE 2020); las plantas de CFE han perdido participación desde la LIE,a,restitucion,75,(Plan de negocios CFE; externo),,no_verificable,,,na,
V059,2 Ingresos por energía,"cap. 2 §2.1, CFE (p.11)",La ILIF 2022 estima que CFE genere ingresos inferiores en 3.3 %,b,restitucion,-3.3,"406,582.8 / (405,445.1 x 1.037) - 1 = -3.3",-3.3,si,,,no,Real y vs LIF 2021 por el contexto del cuadro; el párrafo no lo dice.
V060,2 Ingresos por energía,cap. 2 §2.2 (p.12),"Pemex ha recibido apoyos y exenciones por decreto; la reducción del DUC no modifica la trayectoria de apoyos, solo la formaliza; Pemex no ha sido rentable desde 2009; refinación con pérdidas antes de impuestos",a/c,mixta,,(decretos DOF; estados financieros de Pemex: externos); CGPE p.40 califica la medida de 'cambio estructural',,no_verificable,,,na,Sección 'Incidencia': mezcla hechos externos y juicio.
