pais,iso3,anio,indicador,codigo_indicador,tipo,modelo,valor,unidad,cobertura_institucional,fuente,nota
Chile,CHL,2002,Crecimiento nominal del PIB,NGDP,Observado,,6.6505,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2003,Crecimiento nominal del PIB,NGDP,Observado,,9.2267,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2004,Crecimiento nominal del PIB,NGDP,Observado,,14.1679,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2005,Crecimiento nominal del PIB,NGDP,Observado,,13.373,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2006,Crecimiento nominal del PIB,NGDP,Observado,,19.1471,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2007,Crecimiento nominal del PIB,NGDP,Observado,,10.52,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2008,Crecimiento nominal del PIB,NGDP,Observado,,4.1123,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2009,Crecimiento nominal del PIB,NGDP,Observado,,2.4198,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2010,Crecimiento nominal del PIB,NGDP,Observado,,15.2274,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2011,Crecimiento nominal del PIB,NGDP,Observado,,9.6873,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2012,Crecimiento nominal del PIB,NGDP,Observado,,6.9658,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2013,Crecimiento nominal del PIB,NGDP,Observado,,5.6441,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2014,Crecimiento nominal del PIB,NGDP,Observado,,7.7505,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2015,Crecimiento nominal del PIB,NGDP,Observado,,7.2129,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2016,Crecimiento nominal del PIB,NGDP,Observado,,6.3936,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2017,Crecimiento nominal del PIB,NGDP,Observado,,6.2514,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2018,Crecimiento nominal del PIB,NGDP,Observado,,5.6437,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2019,Crecimiento nominal del PIB,NGDP,Observado,,3.2184,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2020,Crecimiento nominal del PIB,NGDP,Observado,,2.9284,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2021,Crecimiento nominal del PIB,NGDP,Observado,,18.9609,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2022,Crecimiento nominal del PIB,NGDP,Observado,,9.877,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2023,Crecimiento nominal del PIB,NGDP,Observado,,7.1435,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2024,Crecimiento nominal del PIB,NGDP,Observado,,10.5633,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Chile,CHL,2000,Balance fiscal global,GGXCNL_NGDP,Observado,,-0.693,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2001,Balance fiscal global,GGXCNL_NGDP,Observado,,-0.495,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2002,Balance fiscal global,GGXCNL_NGDP,Observado,,-1.171,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2003,Balance fiscal global,GGXCNL_NGDP,Observado,,-0.416,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2004,Balance fiscal global,GGXCNL_NGDP,Observado,,2.051,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2005,Balance fiscal global,GGXCNL_NGDP,Observado,,4.568,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2006,Balance fiscal global,GGXCNL_NGDP,Observado,,7.509,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2007,Balance fiscal global,GGXCNL_NGDP,Observado,,7.955,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2008,Balance fiscal global,GGXCNL_NGDP,Observado,,3.93,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2009,Balance fiscal global,GGXCNL_NGDP,Observado,,-4.259,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2010,Balance fiscal global,GGXCNL_NGDP,Observado,,-0.363,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2011,Balance fiscal global,GGXCNL_NGDP,Observado,,1.427,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2012,Balance fiscal global,GGXCNL_NGDP,Observado,,0.682,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2013,Balance fiscal global,GGXCNL_NGDP,Observado,,-0.47,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2014,Balance fiscal global,GGXCNL_NGDP,Observado,,-1.496,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2015,Balance fiscal global,GGXCNL_NGDP,Observado,,-2.089,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2016,Balance fiscal global,GGXCNL_NGDP,Observado,,-2.661,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2017,Balance fiscal global,GGXCNL_NGDP,Observado,,-2.628,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2018,Balance fiscal global,GGXCNL_NGDP,Observado,,-1.482,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2019,Balance fiscal global,GGXCNL_NGDP,Observado,,-2.731,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2020,Balance fiscal global,GGXCNL_NGDP,Observado,,-7.095,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2021,Balance fiscal global,GGXCNL_NGDP,Observado,,-7.525,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2022,Balance fiscal global,GGXCNL_NGDP,Observado,,1.36,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2023,Balance fiscal global,GGXCNL_NGDP,Observado,,-2.273,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Chile,CHL,2024,Balance fiscal global,GGXCNL_NGDP,Observado,,-2.739,% del PIB,Gobierno general,"FMI, World Economic Outlook, abril 2025",Préstamo/endeudamiento neto; la diferencia con el balance primario es el pago neto de intereses
Colombia,COL,2001,Crecimiento nominal del PIB,NGDP,Observado,,8.3057,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2002,Crecimiento nominal del PIB,NGDP,Observado,,8.6216,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2003,Crecimiento nominal del PIB,NGDP,Observado,,11.0147,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2004,Crecimiento nominal del PIB,NGDP,Observado,,13.0039,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2005,Crecimiento nominal del PIB,NGDP,Observado,,10.481,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2006,Crecimiento nominal del PIB,NGDP,Observado,,12.915,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2007,Crecimiento nominal del PIB,NGDP,Observado,,12.2908,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2008,Crecimiento nominal del PIB,NGDP,Observado,,11.2129,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2009,Crecimiento nominal del PIB,NGDP,Observado,,5.2502,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2010,Crecimiento nominal del PIB,NGDP,Observado,,8.4705,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2011,Crecimiento nominal del PIB,NGDP,Observado,,13.7784,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2012,Crecimiento nominal del PIB,NGDP,Observado,,7.671,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2013,Crecimiento nominal del PIB,NGDP,Observado,,7.1396,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2014,Crecimiento nominal del PIB,NGDP,Observado,,6.8351,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2015,Crecimiento nominal del PIB,NGDP,Observado,,5.4776,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2016,Crecimiento nominal del PIB,NGDP,Observado,,7.3432,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2017,Crecimiento nominal del PIB,NGDP,Observado,,6.5629,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2018,Crecimiento nominal del PIB,NGDP,Observado,,7.3136,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2019,Crecimiento nominal del PIB,NGDP,Observado,,7.317,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2020,Crecimiento nominal del PIB,NGDP,Observado,,-5.8107,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2021,Crecimiento nominal del PIB,NGDP,Observado,,19.446,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
Colombia,COL,2022,Crecimiento nominal del PIB,NGDP,Observado,,23.3471,"% (variación anual, moneda nacional a precios corrientes)",Nacional,"FMI, World Economic Outlook, abril 2025",Calculado como variación del PIB nominal en moneda nacional (serie NGDP)
